50287,Fuente de Oro,50,3.459445,-73.612778
47288,Fundación,47,10.416667,-73.916667
52287,Funes,52,0.950000,-77.333334
25286,Funza,25,4.783334,-74.200000
25290,Fusagasugá,25,4.416667,-74.400000
25279,Fómeque,25,4.583334,-73.833334
25288,Fúquene,25,5.416667,-73.800000
25293,Gachalá,25,4.666667,-73.500000
25295,Gachancipá,25,5.083334,-73.883334
15293,Gachantivá,15,5.750000,-73.500000
25297,Gachetá,25,4.916667,-73.666667
08296,Galapa,08,10.916667,-74.833334
70235,Galeras (Nueva Granada),70,9.163056,-75.052500
68296,Galán,68,6.700000,-73.300000
25299,Gama,25,4.750000,-73.600000
20295,Gamarra,20,8.333334,-73.666667
15299,Garagoa,15,5.133334,-73.300000
41298,Garzón,41,2.250000,-75.583334
41306,Gigante,41,2.500000,-75.500000
76306,Ginebra,76,3.750000,-76.166667
05306,Giraldo,05,6.666667,-75.916667
25307,Girardot,25,4.303056,-74.800834
05308,Girardota,05,6.416667,-75.450000
68306,Girón,68,7.070834,-73.173056
20310,Gonzalez,20,8.400000,-73.333334
54313,Gramalote,54,7.916667,-72.750000
05313,Granada,05,6.166667,-75.133334
25312,Granada,25,5.066667,-74.566667
50313,Granada,50,3.538612,-73.700556
68318,Guaca,68,7.000000,-72.766667
15317,Guacamayas,15,6.500000,-72.500000
76318,Guacarí,76,3.769445,-76.338056
52699,Guachavés,52,1.224723,-77.680000
19300,Guachené,19,3.133334,-76.383334
25317,Guachetá,25,5.416667,-73.700000
52317,Guachucal,52,1.000000,-77.750000
05315,Guadalupe,05,6.817500,-75.244167
41319,Guadalupe,41,2.083334,-75.666667
68320,Guadalupe,68,6.300000,-73.333334
25320,Guaduas,25,5.250000,-74.666667
52320,Guaitarilla,52,1.150000,-77.500000
52323,Gualmatán,52,0.833334,-77.583334
47318,Guamal,47,9.250000,-74.166667
50318,Guamal,50,3.916667,-74.000000
73319,Guamo,73,4.083334,-74.916667
68322,Guapota,68,6.383334,-73.250000
19318,Guapí,19,2.416667,-77.600000
70265,Guaranda,70,8.469723,-75.538334
05318,Guarne,05,6.250000,-75.416667
25322,Guasca,25,4.833334,-73.833334
05321,Guatapé,05,6.250000,-75.166667
25324,Guataquí,25,4.583334,-74.800000
25326,Guatavita,25,4.966667,-73.750000
15322,Guateque,15,5.083334,-73.500000
68324,Guavatá,68,6.000000,-73.650000
25328,Guayabal de Siquima,25,4.881389,-74.470278
25335,Guayabetal,25,4.216389,-73.813334
15325,Guayatá,15,5.000000,-73.500000
68327,Guepsa,68,6.083334,-73.500000
15332,Guicán,15,6.750000,-72.166667
25339,Gutiérrez,25,4.250000,-74.000000
66318,Guática,66,5.333334,-75.833334
68298,Gámbita,68,6.000000,-73.250000
15296,Gámeza,15,5.850000,-72.750000
63302,Génova,63,4.250000,-75.666667
05310,Gómez Plata,05,6.750000,-75.833334
54344,Hacarí,54,8.500000,-73.083334
13300,Hatillo de Loba,13,8.958612,-74.080834
68344,Hato,68,6.583334,-73.333334
85125,Hato Corozal,85,6.155556,-71.765556
44378,Hatonuevo,44,11.069445,-72.766945
05347,Heliconia,05,6.233334,-75.750000
54347,Herrán,54,7.500000,-72.466667
73347,Herveo,73,5.083334,-75.166667
05353,Hispania,05,5.802500,-75.911667
41349,Hobo,41,2.583334,-75.500000
73349,Honda,73,5.250000,-74.833334
73001,Ibagué,73,4.438889,-75.232223
73352,Icononzo,73,4.166667,-74.550000
52352,Iles,52,0.950000,-77.533334
52354,Imúes,52,1.050000,-77.500000
19355,Inzá,19,2.666667,-76.083334
94001,Inírida,94,3.865278,-67.923889
52356,Ipiales,52,0.830278,-77.644445
41359,Isnos,41,2.083334,-76.250000
27361,Istmina,27,5.158889,-76.691667
05360,Itagüí,05,6.171945,-75.611389
05361,Ituango,05,7.250000,-76.000000
15362,Izá,15,5.666667,-72.916667
19364,Jambaló,19,2.850000,-76.316667
76364,Jamundí,76,3.166667,-76.583334
